PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE
10772		AR	ARTWORK	Y	195
10773		AR	ARTWORK	Y	500
10774		AR	ARTWORK	Y	340
10775		AR	ARTWORK	Y	195
10776		AR	ARTWORK	Y	340
10777		AR	ARTWORK	Y	450
10778		AR	ARTWORK	Y	580
10779		AR	ARTWORK	Y	195
10780		AR	ARTWORK	Y	340
10781		AR	ARTWORK	Y	375
10782		AR	ARTWORK	Y	195
10783		AR	ARTWORK	Y	340
10784		AR	ARTWORK	Y	375
10785		AR	ARTWORK	Y	486
10786		AR	ARTWORK	Y	195
10787		AR	ARTWORK	Y	340
10788		AR	ARTWORK	Y	375
10789		AR	ARTWORK	Y	540
10790		AR	ARTWORK	N	195
10791		AR	ARTWORK	N	340
10792		AR	ARTWORK	N	375
10793		AR	ARTWORK	N	540
10794		AR	ARTWORK	Y	195
10795		AR	ARTWORK	Y	195
10796		AR	ARTWORK	Y	195
10797		AR	ARTWORK	Y	195
10798		AR	ARTWORK	Y	195
10799		AR	ARTWORK	Y	195
10800		AR	ARTWORK	Y	195
10801		AR	ARTWORK	Y	306
10802		AR	ARTWORK	Y	295
10803		AR	ARTWORK	Y	195
10804		AR	ARTWORK	Y	340
10805		AR	ARTWORK	Y	337
10806		AR	ARTWORK	Y	540
10807		AR	ARTWORK	Y	195
10808		AR	ARTWORK	Y	340
10809		AR	ARTWORK	Y	195
10810		AR	ARTWORK	Y	195
10811		AR	ARTWORK	Y	500
10812		AR	ARTWORK	Y	195
10813		AR	ARTWORK	Y	450
10814		AR	ARTWORK	Y	195
10815		AR	ARTWORK	Y	450
10816		AR	ARTWORK	Y	195
10817		AR	ARTWORK	Y	175
10818		AR	ARTWORK	Y	195
10819		AR	ARTWORK	Y	500
10820		AR	ARTWORK	Y	195
10821		BK	BOOK	N	20
10822		BK	BOOK	N	35
10823		AP	APPAREL	Y	44
10824		AP	APPAREL	N	42
10825		AP	APPAREL	Y	35
10826		AP	APPAREL	Y	42
10827		AP	APPAREL	Y	42
10828		GA	GAME	N	8
10829		GA	GAME	N	8
10830		AP	APPAREL	N	19
10831		AP	APPAREL	N	19
10832		AP	APPAREL	N	19
10833		AP	APPAREL	N	19
10834		BK	BOOK	N	25
10835		BK	BOOK	N	35
10836		BK	BOOK	N	40
10837		BK	BOOK	N	29
10838		CA	CALENDAR	Y	11
10839		BK	BOOK	N	26
10840		BK	BOOK	N	16
10841		GA	GAME	Y	6
10842		BK	BOOK	N	20
10843		BK	BOOK	N	20
10844		BK	BOOK	N	29
10845		BK	BOOK	N	14
10846		GA	GAME	N	27
10847		GA	GAME	N	7
10848		GA	GAME	N	18
10849		GA	GAME	Y	27
10850		BK	BOOK	Y	35
10851		GA	GAME	N	11
10852		GA	GAME	N	11
10853		GA	GAME	Y	11
10854		GA	GAME	N	11
10855		GA	GAME	N	11
10856		GA	GAME	N	11
10857		GA	GAME	N	11
10858		GA	GAME	N	11
10859		GA	GAME	N	11
10860		GA	GAME	N	11
10861		GA	GAME	N	11
10862		CA	CALENDAR	N	39
10863		CA	CALENDAR	N	39
10864		BK	BOOK	N	24
10865		GA	GAME	N	8
10866		GA	GAME	N	9
10867		GA	GAME	N	9
10868		GA	GAME	N	9
10869		GA	GAME	N	9
10870		GA	GAME	N	9
10871		GA	GAME	N	9
10872		GA	GAME	N	9
10873		GA	GAME	N	9
10874		GA	GAME	N	9
10875		GA	GAME	N	9
10876		GA	GAME	N	9
10877		GA	GAME	N	9
10878		GA	GAME	N	9
10879		GA	GAME	N	9
10880		GA	GAME	N	9
10881		GA	GAME	N	9
10882		GA	GAME	N	9
10883		GA	GAME	N	9
10884		GA	GAME	N	9
10885		GA	GAME	N	9
10886		GA	GAME	N	9
10887		GA	GAME	N	9
10888		GA	GAME	N	9
10889		GA	GAME	N	8
10890		GA	GAME	N	8
10891		GA	GAME	N	8
10892		GA	GAME	N	9
10893		GA	GAME	N	9
10894		GA	GAME	N	9
10895		GA	GAME	N	9
10896		GA	GAME	N	8
10897		GA	GAME	N	9
10898		GA	GAME	N	9
10899		GA	GAME	N	9
10900		GA	GAME	N	9
10901		GA	GAME	N	9
10902		GA	GAME	N	9
10903		GA	GAME	N	9
10904		GA	GAME	N	9
10905		GA	GAME	N	9
10906		GA	GAME	N	13
10907		GA	GAME	N	9
10908		GA	GAME	N	9
10909		GA	GAME	N	9
10910		GA	GAME	N	9
10911		GA	GAME	N	9
10912		GA	GAME	Y	9
10913		GA	GAME	Y	9
10914		GA	GAME	Y	9
10915		GA	GAME	N	9
10916		GA	GAME	Y	8
10917		GA	GAME	Y	9
10918		GA	GAME	N	9
10919		GA	GAME	N	9
10920		GA	GAME	N	9
10921		GA	GAME	Y	9
10922		GA	GAME	Y	9
10923		OT	OTHER	Y	79
10924		OT	OTHER	N	79
10925		OT	OTHER	N	59
10926		OT	OTHER	N	39
10927		OT	OTHER	Y	12
10928		BK	BOOK	N	18
10929		BK	BOOK	N	3592
10930		BK	BOOK	N	16
10931		AR	ARTWORK	Y	195
10932		AR	ARTWORK	Y	340
10933		AR	ARTWORK	Y	375
10934		AR	ARTWORK	Y	540
10935		AR	ARTWORK	Y	195
10936		AR	ARTWORK	Y	340
10937		AR	ARTWORK	Y	375
10938		AR	ARTWORK	Y	540
10939		BK	BOOK	N	18
10940		BK	BOOK	N	18
10941		BK	BOOK	N	18
10942		BK	BOOK	N	14
10943		BK	BOOK	N	18
10944		BK	BOOK	N	14
10945		AP	APPAREL	N	32
10946		AP	APPAREL	N	29
10947		AP	APPAREL	N	34
10948		AP	APPAREL	N	32
10949		AP	APPAREL	N	32
10950		AP	APPAREL	N	39
10951		BK	BOOK	N	30
10952		BK	BOOK	N	49
10953		BK	BOOK	N	27
10954		BK	BOOK	Y	16
10955		CA	CALENDAR	Y	24
10956		FR	FREEBIE	Y	0
10957		FR	FREEBIE	N	0
10958		BK	BOOK	N	25
10959		BK	BOOK	N	18
10960		BK	BOOK	N	13
10961		BK	BOOK	N	24
10962		GA	GAME	N	13
10963		GA	GAME	N	13
10964		GA	GAME	Y	12
10965		GA	GAME	N	10
10966		GA	GAME	N	10
10967		AP	APPAREL	N	19
10968		OT	OTHER	Y	2
10969		OT	OTHER	Y	0
10970		OT	OTHER	Y	0
10971		OT	OTHER	Y	0
10972		OT	OTHER	Y	0
10973		OT	OTHER	Y	0
10974		OT	OTHER	N	0
10975		OT	OTHER	N	0
10976		OT	OTHER	Y	0
10977		BK	BOOK	N	15
10978		BK	BOOK	N	16
10979		BK	BOOK	N	15
10980		BK	BOOK	N	15
10981		BK	BOOK	N	15
10982		BK	BOOK	N	15
10983		BK	BOOK	N	31
10984		BK	BOOK	N	15
10985		BK	BOOK	N	15
10986		BK	BOOK	N	15
10987		BK	BOOK	N	15
10988		BK	BOOK	N	16
10989		BK	BOOK	N	15
10990		BK	BOOK	N	15
10991		BK	BOOK	Y	125
10992		OT	OTHER	Y	99
10993		CA	CALENDAR	N	39
10994		GA	GAME	Y	9
10995		OT	OTHER	Y	0
10996		OT	OTHER	Y	0
10997		OT	OTHER	Y	0
10998		OT	OTHER	Y	0
10999		OT	OTHER	Y	0
11000		OT	OTHER	Y	0
11001		OT	OTHER	Y	19
11002		OT	OTHER	Y	75
11003		CA	CALENDAR	N	14
11004		BK	BOOK	N	16
11005		BK	BOOK	N	45
11006		BK	BOOK	N	34
11007		OT	OTHER	Y	32
11008		BK	BOOK	N	32
11009		AR	ARTWORK	N	20
11010		BK	BOOK	Y	16
11011		BK	BOOK	N	16
11012		BK	BOOK	Y	16
11013		BK	BOOK	N	16
11014		BK	BOOK	N	16
11015		BK	BOOK	N	16
11016		AP	APPAREL	N	14
11017		OT	OTHER	N	42
11018		BK	BOOK	N	26
11019		GA	GAME	Y	6
11020		AR	ARTWORK	Y	195
11021		AR	ARTWORK	Y	340
11022		AR	ARTWORK	Y	486
11023		AR	ARTWORK	Y	195
11024		AR	ARTWORK	Y	340
11025		AR	ARTWORK	Y	375
11026		AR	ARTWORK	Y	540
11027		AR	ARTWORK	Y	195
11028		AR	ARTWORK	Y	340
11029		AR	ARTWORK	Y	337
11030		AR	ARTWORK	Y	540
11031		AR	ARTWORK	Y	195
11032		AR	ARTWORK	Y	340
11033		AR	ARTWORK	Y	375
11034		AR	ARTWORK	Y	540
11035		AR	ARTWORK	Y	195
11036		AR	ARTWORK	Y	340
11037		AR	ARTWORK	Y	295
11038		AR	ARTWORK	Y	486
11039		AR	ARTWORK	Y	195
11040		AR	ARTWORK	Y	340
11041		AR	ARTWORK	Y	375
11042		AR	ARTWORK	Y	414
11043		AR	ARTWORK	N	15
11044		BK	BOOK	N	15
11045		AR	ARTWORK	N	12
11046		AR	ARTWORK	Y	19
11047		AR	ARTWORK	Y	12
11048		AR	ARTWORK	Y	13
11049		AR	ARTWORK	Y	12
11050		AR	ARTWORK	Y	12
11051		AR	ARTWORK	Y	12
11052		AR	ARTWORK	Y	12
11053		AR	ARTWORK	Y	12
11054		AR	ARTWORK	Y	12
11055		BK	BOOK	Y	25
11056		CA	CALENDAR	N	14
11057		CA	CALENDAR	N	14
11058		BK	BOOK	N	30
11059		AR	ARTWORK	N	19
11060		BK	BOOK	N	29
11061		OC	OCCASION	Y	25
11062		AR	ARTWORK	N	25
11063		OC	OCCASION	Y	25
11064		AR	ARTWORK	N	25
11065		AR	ARTWORK	N	25
11066		AR	ARTWORK	N	25
11067		AR	ARTWORK	N	25
11068		FR	FREEBIE	Y	0
11069		FR	FREEBIE	Y	0
11070		OC	OCCASION	Y	39
11071		OC	OCCASION	Y	19
11072		OC	OCCASION	Y	39
11073		OC	OCCASION	Y	19
11074		OC	OCCASION	Y	39
11075		OC	OCCASION	Y	19
11076		OC	OCCASION	Y	19
11077		OC	OCCASION	Y	19
11078		OC	OCCASION	Y	19
11079		OC	OCCASION	Y	19
11080		OC	OCCASION	Y	15
11081		OC	OCCASION	Y	19
11082		OC	OCCASION	Y	19
11083		OC	OCCASION	Y	34
11084		OC	OCCASION	Y	34
11085		BK	BOOK	N	15
11086		OC	OCCASION	Y	20
11087		OC	OCCASION	Y	18
11088		OC	OCCASION	Y	19
11089		OC	OCCASION	Y	19
11090		OC	OCCASION	Y	19
11091		OC	OCCASION	Y	19
11092		OC	OCCASION	N	39
11093		OC	OCCASION	Y	38
11094		OC	OCCASION	Y	29
11095		OC	OCCASION	Y	29
11096		OC	OCCASION	Y	26
11097		OC	OCCASION	Y	19
11098		OC	OCCASION	Y	29
11099		OC	OCCASION	Y	19
11100		OC	OCCASION	Y	19
11101		OC	OCCASION	Y	14
11102		OC	OCCASION	Y	24
11103		OC	OCCASION	Y	14
11104		OC	OCCASION	Y	14
11105		OC	OCCASION	Y	24
11106		OC	OCCASION	Y	19
11107		OC	OCCASION	Y	18
11108		FR	FREEBIE	Y	0
11109		OT	OTHER	N	17
11110		FR	FREEBIE	Y	0
11111		BK	BOOK	Y	33
11112		BK	BOOK	N	25
11113		BK	BOOK	N	26
11114		GA	GAME	N	11
11115		GA	GAME	N	11
11116		GA	GAME	N	11
11117		GA	GAME	N	11
11118		GA	GAME	N	11
11119		GA	GAME	Y	11
11120		GA	GAME	N	23
11121		BK	BOOK	N	60
11122		BK	BOOK	N	12
11123		AP	APPAREL	Y	34
11124		AP	APPAREL	Y	34
11125		AP	APPAREL	N	34
11126		AP	APPAREL	Y	34
11127		GA	GAME	Y	6
11128		GA	GAME	N	9
11129		GA	GAME	N	9
11130		GA	GAME	N	9
11131		GA	GAME	N	9
11132		GA	GAME	N	9
11133		GA	GAME	N	9
11134		GA	GAME	N	9
11135		GA	GAME	N	9
11136		GA	GAME	N	9
11137		GA	GAME	N	9
11138		GA	GAME	N	9
11139		GA	GAME	N	9
11140		GA	GAME	N	9
11141		GA	GAME	N	9
11142		GA	GAME	N	9
11143		GA	GAME	N	9
11144		GA	GAME	N	14
11145		GA	GAME	Y	9
11146		GA	GAME	N	9
11147		GA	GAME	N	9
11148		GA	GAME	N	9
11149		GA	GAME	N	9
11150		GA	GAME	N	9
11151		GA	GAME	N	9
11152		GA	GAME	N	9
11153		AP	APPAREL	N	15
11154		AP	APPAREL	N	15
11155		AP	APPAREL	N	15
11156		BK	BOOK	N	20
11157		BK	BOOK	N	20
11158		BK	BOOK	N	20
11159		BK	BOOK	N	22
11160		BK	BOOK	N	20
11161		BK	BOOK	N	20
11162		BK	BOOK	N	25
11163		BK	BOOK	N	25
11164		BK	BOOK	N	20
11165		BK	BOOK	N	20
11166		BK	BOOK	N	80
11167		BK	BOOK	N	150
11168		BK	BOOK	N	30
11169		BK	BOOK	Y	22
11170		GA	GAME	Y	9
11171		BK	BOOK	N	19
11172		BK	BOOK	N	39
11173		BK	BOOK	N	29
11174		GA	GAME	N	13
11175		BK	BOOK	Y	29
11176		BK	BOOK	N	16
11177		BK	BOOK	N	10
11178		BK	BOOK	N	12
11179		BK	BOOK	Y	21
11180		BK	BOOK	N	16
11181		GA	GAME	N	10
11182		GA	GAME	Y	10
11183		GA	GAME	N	10
11184		GA	GAME	N	9
11185		GA	GAME	N	9
11186		GA	GAME	N	10
11187		GA	GAME	N	11
11188		GA	GAME	Y	10
11189		GA	GAME	N	13
11190		GA	GAME	Y	6
11191		BK	BOOK	N	19
11192		BK	BOOK	N	29
11193		BK	BOOK	N	27
11194		BK	BOOK	N	23
11195		BK	BOOK	Y	14
11196		BK	BOOK	Y	25
11197		BK	BOOK	Y	14
11198		BK	BOOK	Y	39
11199		AR	ARTWORK	Y	395
11200		BK	BOOK	N	18
11201		OT	OTHER	N	2
11202		GA	GAME	N	11
11203		AR	ARTWORK	Y	195
11204		AR	ARTWORK	Y	175
11205		BK	BOOK	N	26
11206		AR	ARTWORK	Y	195
11207		AR	ARTWORK	Y	195
11208		AR	ARTWORK	Y	745
11209		AR	ARTWORK	Y	340
11210		AR	ARTWORK	Y	375
11211		AR	ARTWORK	Y	540
11212		AR	ARTWORK	Y	195
11213		AR	ARTWORK	Y	745
11214		AR	ARTWORK	Y	340
11215		AR	ARTWORK	Y	486
11216		AR	ARTWORK	Y	195
11217		AR	ARTWORK	Y	340
11218		AR	ARTWORK	Y	540
11219		AR	ARTWORK	Y	195
11220		AR	ARTWORK	Y	340
11221		AR	ARTWORK	Y	486
11222		AR	ARTWORK	Y	175
11223		AR	ARTWORK	Y	454
11224		AR	ARTWORK	Y	340
11225		AR	ARTWORK	Y	337
11226		AR	ARTWORK	Y	486
11227		AR	ARTWORK	Y	195
11228		AR	ARTWORK	Y	454
11229		AR	ARTWORK	Y	301
11230		AR	ARTWORK	Y	375
11231		AR	ARTWORK	Y	195
11232		AR	ARTWORK	Y	445
11233		AR	ARTWORK	Y	670
11234		AR	ARTWORK	Y	340
11235		AR	ARTWORK	Y	375
11236		AR	ARTWORK	Y	540
11237		AR	ARTWORK	Y	195
11238		AR	ARTWORK	Y	445
11239		AR	ARTWORK	Y	670
11240		AR	ARTWORK	Y	340
11241		AR	ARTWORK	Y	375
11242		AR	ARTWORK	Y	486
11243		AR	ARTWORK	Y	195
11244		AR	ARTWORK	Y	495
11245		AR	ARTWORK	Y	745
11246		AR	ARTWORK	Y	340
11247		AR	ARTWORK	Y	375
11248		AR	ARTWORK	Y	540
11249		AR	ARTWORK	Y	495
11250		AR	ARTWORK	Y	633
11251		AR	ARTWORK	Y	340
11252		AR	ARTWORK	Y	375
11253		AR	ARTWORK	Y	540
11254		AR	ARTWORK	Y	195
11255		AR	ARTWORK	Y	195
11256		AR	ARTWORK	Y	495
11257		AR	ARTWORK	Y	745
11258		AR	ARTWORK	Y	340
11259		AR	ARTWORK	Y	375
11260		AR	ARTWORK	Y	540
11261		AR	ARTWORK	Y	195
11262		AR	ARTWORK	Y	445
11263		AR	ARTWORK	Y	340
11264		AR	ARTWORK	Y	339
11265		AR	ARTWORK	Y	195
11266		AR	ARTWORK	Y	445
11267		AR	ARTWORK	Y	745
11268		AR	ARTWORK	Y	340
11269		AR	ARTWORK	Y	375
11270		AR	ARTWORK	Y	540
11271		AR	ARTWORK	Y	195
11272		AR	ARTWORK	Y	495
11273		AR	ARTWORK	Y	670
11274		AR	ARTWORK	Y	340
11275		AR	ARTWORK	Y	375
11276		AR	ARTWORK	Y	540
11277		AR	ARTWORK	Y	195
11278		AR	ARTWORK	Y	495
11279		AR	ARTWORK	Y	670
11280		AR	ARTWORK	Y	340
11281		AR	ARTWORK	Y	375
11282		AR	ARTWORK	Y	540
11283		AR	ARTWORK	Y	306
11284		AR	ARTWORK	Y	540
11285		AR	ARTWORK	Y	195
11286		AR	ARTWORK	Y	340
11287		AR	ARTWORK	Y	337
11288		AR	ARTWORK	Y	540
11289		AR	ARTWORK	Y	175
11290		AR	ARTWORK	Y	340
11291		AR	ARTWORK	Y	486
11292		AR	ARTWORK	Y	195
11293		AR	ARTWORK	Y	340
11294		AR	ARTWORK	Y	375
11295		AR	ARTWORK	Y	540
11296		AR	ARTWORK	Y	195
11297		AR	ARTWORK	Y	340
11298		AR	ARTWORK	Y	375
11299		AR	ARTWORK	Y	156
11300		AR	ARTWORK	Y	195
11301		AR	ARTWORK	Y	340
11302		AR	ARTWORK	Y	486
11303		AR	ARTWORK	Y	175
11304		AR	ARTWORK	Y	375
11305		AR	ARTWORK	Y	486
11306		AR	ARTWORK	Y	195
11307		AR	ARTWORK	Y	495
11308		AR	ARTWORK	Y	340
11309		AR	ARTWORK	Y	375
11310		AR	ARTWORK	Y	540
11311		AR	ARTWORK	Y	195
11312		AR	ARTWORK	Y	340
11313		AR	ARTWORK	Y	195
11314		AR	ARTWORK	Y	340
11315		AR	ARTWORK	Y	195
11316		AR	ARTWORK	Y	495
11317		AR	ARTWORK	Y	745
11318		AR	ARTWORK	Y	340
11319		AR	ARTWORK	Y	375
11320		AR	ARTWORK	Y	486
11321		AR	ARTWORK	Y	195
11322		AR	ARTWORK	Y	701
11323		AR	ARTWORK	Y	340
11324		AR	ARTWORK	Y	375
11325		AR	ARTWORK	Y	540
11326		AR	ARTWORK	Y	195
11327		AR	ARTWORK	Y	195
11328		AR	ARTWORK	Y	340
11329		AR	ARTWORK	Y	375
11330		AR	ARTWORK	Y	540
11331		AR	ARTWORK	Y	495
11332		AR	ARTWORK	Y	745
11333		AR	ARTWORK	Y	375
11334		AR	ARTWORK	Y	540
11335		AR	ARTWORK	Y	195
11336		AR	ARTWORK	Y	495
11337		AR	ARTWORK	Y	745
11338		AR	ARTWORK	Y	340
11339		AR	ARTWORK	Y	375
11340		AR	ARTWORK	Y	540
11341		AR	ARTWORK	Y	195
11342		AR	ARTWORK	Y	195
11343		AR	ARTWORK	Y	445
11344		AR	ARTWORK	Y	340
11345		AR	ARTWORK	Y	375
11346		AR	ARTWORK	Y	540
11347		AR	ARTWORK	Y	195
11348		AR	ARTWORK	Y	195
11349		AR	ARTWORK	Y	495
11350		AR	ARTWORK	Y	670
11351		AR	ARTWORK	Y	340
11352		AR	ARTWORK	Y	337
11353		AR	ARTWORK	Y	486
11354		AR	ARTWORK	Y	195
11355		AR	ARTWORK	Y	445
11356		AR	ARTWORK	Y	745
11357		AR	ARTWORK	Y	340
11358		AR	ARTWORK	Y	375
11359		AR	ARTWORK	Y	195
11360		AR	ARTWORK	Y	306
11361		AR	ARTWORK	Y	732
11362		AR	ARTWORK	Y	495
11363		AR	ARTWORK	Y	495
11364		AR	ARTWORK	Y	745
11365		AR	ARTWORK	Y	1045
11366		AR	ARTWORK	Y	340
11367		AR	ARTWORK	Y	640
11368		AR	ARTWORK	Y	375
11369		AR	ARTWORK	Y	675
11370		AR	ARTWORK	Y	540
11371		AR	ARTWORK	Y	840
11372		AR	ARTWORK	Y	195
11373		AR	ARTWORK	Y	340
11374		AR	ARTWORK	Y	802
11375		AR	ARTWORK	Y	195
11376		AR	ARTWORK	Y	445
11377		AR	ARTWORK	Y	495
11378		AR	ARTWORK	Y	670
11379		AR	ARTWORK	Y	340
11380		AR	ARTWORK	Y	375
11381		AR	ARTWORK	Y	496
11382		AR	ARTWORK	Y	840
11383		AR	ARTWORK	Y	195
11384		AR	ARTWORK	Y	495
11385		AR	ARTWORK	Y	795
11386		AR	ARTWORK	Y	670
11387		AR	ARTWORK	Y	940
11388		AR	ARTWORK	Y	340
11389		AR	ARTWORK	Y	640
11390		AR	ARTWORK	Y	375
11391		AR	ARTWORK	Y	486
11392		AR	ARTWORK	Y	195
11393		AR	ARTWORK	Y	495
11394		AR	ARTWORK	Y	745
11395		AR	ARTWORK	Y	340
11396		AR	ARTWORK	Y	375
11397		AR	ARTWORK	Y	540
11398		AR	ARTWORK	Y	306
11399		AR	ARTWORK	Y	175
11400		AR	ARTWORK	Y	195
11401		AR	ARTWORK	Y	445
11402		AR	ARTWORK	Y	610
11403		AR	ARTWORK	Y	340
11404		AR	ARTWORK	Y	675
11405		AR	ARTWORK	Y	195
11406		AR	ARTWORK	Y	495
11407		AR	ARTWORK	Y	745
11408		AR	ARTWORK	Y	340
11409		AR	ARTWORK	Y	375
11410		AR	ARTWORK	Y	540
11411		AR	ARTWORK	Y	195
11412		AR	ARTWORK	Y	340
11413		AR	ARTWORK	Y	342
11414		AR	ARTWORK	N	195
11415		AR	ARTWORK	N	340
11416		AR	ARTWORK	N	337
11417		AR	ARTWORK	Y	195
11418		AR	ARTWORK	Y	670
11419		AR	ARTWORK	Y	306
11420		AR	ARTWORK	Y	375
11421		AR	ARTWORK	Y	486
11422		AR	ARTWORK	Y	195
11423		AR	ARTWORK	Y	670
11424		AR	ARTWORK	Y	306
11425		AR	ARTWORK	Y	337
11426		AR	ARTWORK	Y	195
11427		AR	ARTWORK	Y	495
11428		AR	ARTWORK	Y	670
11429		AR	ARTWORK	Y	340
11430		AR	ARTWORK	Y	375
11431		AR	ARTWORK	Y	540
11432		AR	ARTWORK	Y	195
11433		AR	ARTWORK	Y	340
11434		AR	ARTWORK	Y	375
11435		AR	ARTWORK	Y	195
11436		AR	ARTWORK	Y	495
11437		AR	ARTWORK	Y	340
11438		AR	ARTWORK	Y	375
11439		AR	ARTWORK	Y	540
11440		AR	ARTWORK	Y	195
11441		AR	ARTWORK	Y	445
11442		AR	ARTWORK	Y	670
11443		AR	ARTWORK	Y	340
11444		AR	ARTWORK	Y	375
11445		AR	ARTWORK	Y	540
11446		AR	ARTWORK	Y	195
11447		AR	ARTWORK	Y	445
11448		AR	ARTWORK	Y	745
11449		AR	ARTWORK	Y	340
11450		AR	ARTWORK	Y	337
11451		AR	ARTWORK	Y	540
11452		AR	ARTWORK	Y	195
11453		AR	ARTWORK	Y	445
11454		AR	ARTWORK	Y	745
11455		AR	ARTWORK	Y	340
11456		AR	ARTWORK	Y	375
11457		AR	ARTWORK	Y	486
11458		AR	ARTWORK	Y	175
11459		AR	ARTWORK	Y	445
11460		AR	ARTWORK	Y	195
11461		AR	ARTWORK	Y	340
11462		AR	ARTWORK	Y	306
11463		AR	ARTWORK	Y	195
11464		AR	ARTWORK	Y	445
11465		AR	ARTWORK	Y	745
11466		AR	ARTWORK	Y	340
11467		AR	ARTWORK	Y	375
11468		AR	ARTWORK	Y	540
11469		AR	ARTWORK	Y	195
11470		AR	ARTWORK	Y	495
11471		AR	ARTWORK	Y	340
11472		AR	ARTWORK	Y	375
11473		AR	ARTWORK	Y	540
11474		AR	ARTWORK	Y	195
11475		AR	ARTWORK	Y	272
11476		AR	ARTWORK	Y	375
11477		AR	ARTWORK	Y	195
11478		AR	ARTWORK	Y	745
11479		AR	ARTWORK	Y	340
11480		AR	ARTWORK	Y	195
11481		AR	ARTWORK	Y	495
11482		AR	ARTWORK	Y	745
11483		AR	ARTWORK	Y	340
11484		AR	ARTWORK	Y	375
11485		AR	ARTWORK	Y	195
11486		AR	ARTWORK	Y	340
11487		AR	ARTWORK	Y	375
11488		AR	ARTWORK	Y	195
11489		AR	ARTWORK	Y	486
11490		AR	ARTWORK	Y	450
11491		AR	ARTWORK	Y	800
11492		AR	ARTWORK	Y	195
11493		AR	ARTWORK	Y	195
11494		AR	ARTWORK	Y	340
11495		AR	ARTWORK	Y	155
11496		AR	ARTWORK	Y	195
11497		AR	ARTWORK	Y	745
11498		AR	ARTWORK	Y	340
11499		AR	ARTWORK	Y	375
11500		AR	ARTWORK	Y	486
11501		AR	ARTWORK	Y	195
11502		AR	ARTWORK	Y	445
11503		AR	ARTWORK	Y	745
11504		AR	ARTWORK	Y	340
11505		AR	ARTWORK	Y	195
11506		AR	ARTWORK	Y	340
11507		AR	ARTWORK	Y	146
11508		AR	ARTWORK	Y	306
11509		AR	ARTWORK	Y	540
11510		AR	ARTWORK	Y	195
11511		AR	ARTWORK	Y	445
11512		AR	ARTWORK	Y	340
11513		AR	ARTWORK	Y	306
11514		AR	ARTWORK	Y	340
11515		AR	ARTWORK	Y	195
11516		AR	ARTWORK	Y	195
11517		AR	ARTWORK	Y	340
11518		AR	ARTWORK	Y	472
11519		AR	ARTWORK	Y	195
11520		AR	ARTWORK	Y	445
11521		AR	ARTWORK	Y	340
11522		AR	ARTWORK	Y	540
11523		AR	ARTWORK	Y	195
11524		AR	ARTWORK	Y	495
11525		AR	ARTWORK	Y	337
11526		AR	ARTWORK	Y	540
11527		AR	ARTWORK	Y	340
11528		AR	ARTWORK	Y	195
11529		AR	ARTWORK	Y	306
11530		AR	ARTWORK	Y	195
11531		AR	ARTWORK	Y	175
11532		AR	ARTWORK	Y	495
11533		AR	ARTWORK	Y	745
11534		AR	ARTWORK	Y	340
11535		AR	ARTWORK	Y	337
11536		AR	ARTWORK	Y	540
11537		AR	ARTWORK	Y	450
11538		AR	ARTWORK	Y	745
11539		AR	ARTWORK	Y	195
11540		AR	ARTWORK	Y	445
11541		AR	ARTWORK	Y	375
11542		AR	ARTWORK	Y	540
11543		AR	ARTWORK	Y	306
11544		AR	ARTWORK	Y	340
11545		AR	ARTWORK	Y	327
11546		AR	ARTWORK	Y	540
11547		AR	ARTWORK	Y	340
11548		AR	ARTWORK	Y	351
11549		AR	ARTWORK	Y	486
11550		AR	ARTWORK	Y	445
11551		AR	ARTWORK	Y	670
11552		AR	ARTWORK	Y	345
11553		AR	ARTWORK	Y	337
11554		AR	ARTWORK	Y	540
11555		AR	ARTWORK	Y	195
11556		AR	ARTWORK	Y	495
11557		AR	ARTWORK	Y	688
11558		AR	ARTWORK	Y	345
11559		AR	ARTWORK	Y	337
11560		AR	ARTWORK	Y	486
11561		AR	ARTWORK	Y	195
11562		AR	ARTWORK	Y	276
11563		AR	ARTWORK	Y	337
11564		AR	ARTWORK	Y	486
11565		AR	ARTWORK	Y	195
11566		AR	ARTWORK	Y	745
11567		AR	ARTWORK	Y	340
11568		AR	ARTWORK	Y	195
11569		AR	ARTWORK	Y	495
11570		AR	ARTWORK	Y	745
11571		AR	ARTWORK	Y	340
11572		AR	ARTWORK	Y	375
11573		AR	ARTWORK	Y	540
11574		AR	ARTWORK	Y	195
11575		AR	ARTWORK	Y	745
11576		AR	ARTWORK	Y	340
11577		AR	ARTWORK	Y	375
11578		AR	ARTWORK	Y	486
11579		AR	ARTWORK	Y	195
11580		AR	ARTWORK	Y	306
11581		AR	ARTWORK	Y	375
11582		AR	ARTWORK	Y	540
11583		AR	ARTWORK	Y	195
11584		AR	ARTWORK	Y	340
11585		AR	ARTWORK	Y	337
11586		AR	ARTWORK	Y	540
11587		AR	ARTWORK	Y	195
11588		AR	ARTWORK	Y	445
11589		AR	ARTWORK	Y	340
11590		AR	ARTWORK	Y	375
11591		AR	ARTWORK	Y	540
11592		AR	ARTWORK	Y	195
11593		AR	ARTWORK	Y	445
11594		AR	ARTWORK	Y	745
11595		AR	ARTWORK	Y	340
11596		AR	ARTWORK	Y	486
11597		AR	ARTWORK	Y	195
